case_id,account_id,customer_id,arrears_amount,days_past_due,collection_stage,last_contact_date,last_contact_channel,promise_to_pay_amount,promise_to_pay_date,arrangement_plan,status,assigned_collector,notes,drop_reason,minimum_observed_date
COLL-201904-00017,ACC0004168,IND1903003614,1415.49,22,pre_delinquent,2019-04-07,letter,,,,resolved,Fatima Patel,New case opened from failed loan repayment and churned relationship status. Settlement offer of R1 200 communicated; customer requested until month-end.,before_collection_start,
COLL-201904-00018,ACC0002271,IND1902005363,424.34,3,pre_delinquent,2019-04-05,letter,118.97,2019-04-21,,open,Fatima Patel,New case opened from failed loan repayment and churned relationship status. Settlement offer of R119 communicated; customer requested until month-end.,before_collection_start,
COLL-201904-00019,ACC0004076,IND1903009083,1774.11,58,early_collections,2019-04-02,letter,,,,open,Thabo Mokoena,"New case opened from failed loan repayment and churned relationship status. Customer in KwaZulu-Natal, low income band — hardship assessment required.",before_collection_start,
COLL-201904-00020,ACC0004243,IND1903015877,3767.05,55,early_collections,2019-04-03,letter,,,,resolved,Sipho Naidoo,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R350 by month-end.",before_collection_start,
COLL-201904-00021,ACC0001296,IND1901006088,19625.64,86,late_collections,2019-04-20,phone_call,9496.18,2019-04-28,,resolved,Pieter van der Merwe,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R9 496 by month-end.",before_collection_start,
COLL-201904-00022,ACC0002476,IND1902015568,1092.86,12,pre_delinquent,2019-04-09,phone_call,385.08,2019-05-07,,closed,Pieter van der Merwe,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance.,before_collection_start,
COLL-201904-00023,ACC0002484,IND1902004147,1300.16,41,early_collections,2019-04-11,branch_visit,280.12,2019-05-02,,resolved,Ayanda Mthembu,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance.,before_collection_start,
COLL-201904-00024,ACC0000600,IND1901006065,641.4,64,late_collections,2019-04-19,letter,,,,open,Zanele Ndlovu,"New case opened from failed loan repayment and churned relationship status. Customer visited branch, paid R350 cash. Account now current.",before_collection_start,
COLL-201904-00025,ACC0002484,IND1902004147,1586.74,105,legal,2019-04-21,branch_visit,258.93,2019-05-02,,resolved,Lerato Khumalo,"New case opened from failed loan repayment and churned relationship status. Phone disconnected. Sent SMS, no response. Escalating to legal.",before_collection_start,
COLL-201904-00026,ACC0004987,IND1903007860,736.31,28,pre_delinquent,2019-04-02,branch_visit,370.57,2019-05-03,,open,Johan Botha,New case opened from failed loan repayment and churned relationship status. Former churned customer returned; new arrears flagged after failed debit order.,before_collection_start,
COLL-201904-00027,ACC0000708,IND1901015529,706.27,77,late_collections,2019-04-16,branch_visit,294.47,2019-04-30,,resolved,David Govender,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled.,before_collection_start,
COLL-201904-00028,ACC0001013,IND1901008033,2262.28,78,late_collections,2019-04-26,phone_call,410.97,2019-05-03,,open,Nomsa Dlamini,New case opened from failed loan repayment and churned relationship status. Settlement offer of R411 communicated; customer requested until month-end.,before_collection_start,
COLL-201904-00029,ACC0003026,IND1902011008,5664.77,92,legal,2019-04-16,letter,1640.3,2019-04-14,,resolved,Johan Botha,"New case opened from failed loan repayment and churned relationship status. Customer in Gauteng, low income band — hardship assessment required. Escalating to legal.",before_collection_start,
COLL-201904-00030,ACC0002271,IND1902005363,669.08,86,late_collections,2019-04-30,letter,,,,closed,Fatima Patel,New case opened from failed loan repayment and churned relationship status. Settlement offer of R2 500 communicated; customer requested until month-end.,before_collection_start,
COLL-201904-00031,ACC0004243,IND1903015877,4257.52,45,early_collections,2019-04-01,branch_visit,,,extended_term,open,Pieter van der Merwe,"Customer visited branch, paid R350 cash. Account now current. Arrangement: extended term.",before_collection_start,
COLL-201904-00032,ACC0002941,IND1902004381,2864.22,107,legal,2019-04-23,branch_visit,,,,resolved,Johan Botha,"Customer in Eastern Cape, low income band — hardship assessment required. Escalating to legal.",before_collection_start,
COLL-201904-00033,ACC0001296,IND1901006088,21513.46,82,late_collections,2019-04-26,letter,11763.95,2019-04-25,,resolved,Pieter van der Merwe,"Customer in KwaZulu-Natal, low income band — hardship assessment required.",before_collection_start,
COLL-201904-00034,ACC0001221,IND1901011832,3960.81,64,late_collections,2019-04-07,letter,,,,resolved,Sipho Naidoo,"Phone disconnected. Sent SMS, no response. Escalating to legal.",before_collection_start,
COLL-201904-00035,ACC0003026,IND1902011008,4112.01,25,pre_delinquent,2019-04-12,letter,,,,open,Johan Botha,Former churned customer returned; new arrears flagged after failed debit order.,before_collection_start,
COLL-201904-00036,ACC0003172,IND1902000281,200.0,17,pre_delinquent,2019-04-22,branch_visit,82.98,2019-04-16,,resolved,Fatima Patel,Legal letter sent via registered post. Awaiting response before summons.,before_collection_start,
COLL-201904-00037,ACC0000820,IND1901016780,4554.54,6,pre_delinquent,2019-04-08,branch_visit,,,,resolved,Ayanda Mthembu,Settlement offer of R1 500 communicated; customer requested until month-end.,before_collection_start,
COLL-201904-00038,ACC0000500,IND1901005407,864.15,35,early_collections,2019-04-06,phone_call,401.35,2019-04-22,,closed,Nomsa Dlamini,Arrangement agreed: R401/month for 6 months starting 27 July.,before_collection_start,
COLL-201904-00039,ACC0004987,IND1903007860,532.0,25,pre_delinquent,2019-04-23,phone_call,179.13,2019-05-05,,open,Zanele Ndlovu,Churned customer — no active transactional account; pursuing outstanding loan balance.,before_collection_start,
COLL-201904-00040,ACC0000500,IND1901005407,842.48,78,late_collections,2019-04-02,branch_visit,358.89,2019-04-10,extended_term,resolved,Nomsa Dlamini,Arrangement agreed: R359/month for 6 months starting 1 July. Arrangement: extended term.,before_collection_start,
COLL-201904-00041,ACC0000060,IND1901004334,1741.87,77,late_collections,2019-04-07,phone_call,,,,resolved,Ayanda Mthembu,Legal letter sent via registered post. Awaiting response before summons.,before_collection_start,
COLL-201904-00042,ACC0001173,IND1901009154,1486.91,109,legal,2019-04-17,branch_visit,,,,resolved,David Govender,Former churned customer returned; new arrears flagged after failed debit order. Escalating to legal.,before_collection_start,
COLL-201904-00043,ACC0003026,IND1902011008,3636.84,317,write_off,2019-04-20,branch_visit,,,,closed,Pieter van der Merwe,Churned customer — no active transactional account; pursuing outstanding loan balance.,before_collection_start,
COLL-201904-00044,ACC0001296,IND1901006088,15550.26,107,legal,2019-04-14,branch_visit,6854.79,2019-04-15,,resolved,Lerato Khumalo,Legal letter sent via registered post. Awaiting response before summons.,before_collection_start,
COLL-201904-00045,ACC0001128,IND1901005846,823.5,59,early_collections,2019-04-05,letter,259.88,2019-04-23,payment_holiday,resolved,Sipho Naidoo,Churned customer — no active transactional account; pursuing outstanding loan balance. Arrangement: payment holiday.,before_collection_start,
COLL-201904-00046,ACC0000820,IND1901016780,3684.48,83,late_collections,2019-04-23,letter,1037.96,2019-04-29,,resolved,Lerato Khumalo,"Customer in Western Cape, low income band — hardship assessment required.",before_collection_start,
COLL-201904-00047,ACC0000361,IND1901010400,1167.78,113,legal,2019-04-07,letter,,,,open,Johan Botha,Promise to pay recorded after outbound call. Follow-up scheduled. Escalating to legal.,before_collection_start,
COLL-201904-00048,ACC0005480,COM1903000224,13725.23,101,legal,2019-04-22,phone_call,6105.92,2019-05-02,,resolved,Pieter van der Merwe,Settlement offer of R6 106 communicated; customer requested until month-end. Escalating to legal.,before_collection_start,
COLL-201904-00049,ACC0002986,IND1902008991,2627.19,5,pre_delinquent,2019-04-30,phone_call,,,,open,Nomsa Dlamini,"Customer in Eastern Cape, low income band — hardship assessment required.",before_collection_start,
COLL-201904-00050,ACC0004987,IND1903007860,412.27,98,legal,2019-04-11,branch_visit,,,,resolved,Zanele Ndlovu,Churned customer — no active transactional account; pursuing outstanding loan balance. Escalating to legal.,before_collection_start,
COLL-201904-00051,ACC0002484,IND1902004147,1534.15,308,write_off,2019-04-23,branch_visit,,,,closed,Thabo Mokoena,"Customer visited branch, paid R1 500 cash. Account now current.",before_collection_start,
COLL-201904-00052,ACC0001013,IND1901008033,2444.97,1,pre_delinquent,2019-04-15,phone_call,,,,open,Johan Botha,"Customer visited branch, paid R500 cash. Account now current.",before_collection_start,
COLL-201904-00053,ACC0002851,IND1902013194,708.9,6,pre_delinquent,2019-04-14,phone_call,287.17,2019-04-30,,resolved,Pieter van der Merwe,"Customer visited branch, paid R287 cash. Account now current.",before_collection_start,
COLL-201904-00054,ACC0001173,IND1901009154,600.53,79,late_collections,2019-04-16,phone_call,263.92,2019-05-05,,open,Thabo Mokoena,Debit order returned NSF for third time. Recommend restructuring.,before_collection_start,
COLL-201904-00055,ACC0004987,IND1903007860,324.81,100,legal,2019-04-03,letter,164.18,2019-04-30,,resolved,Nomsa Dlamini,Legal letter sent via registered post. Awaiting response before summons.,before_collection_start,
COLL-201904-00056,ACC0004076,IND1903009083,1593.23,81,late_collections,2019-04-19,branch_visit,,,,open,Zanele Ndlovu,"Customer visited branch, paid R500 cash. Account now current.",before_collection_start,
COLL-201904-00057,ACC0000708,IND1901015529,1628.52,65,late_collections,2019-04-12,letter,498.66,2019-04-25,,resolved,Johan Botha,Arrangement agreed: R499/month for 6 months starting 13 September.,before_collection_start,
COLL-201904-00058,ACC0000361,IND1901010400,854.18,109,legal,2019-04-03,branch_visit,393.7,2019-05-03,,closed,Thabo Mokoena,Promise to pay recorded after outbound call. Follow-up scheduled. Escalating to legal.,before_collection_start,
COLL-201904-00059,ACC0005480,COM1903000224,11867.77,72,late_collections,2019-04-29,letter,,,,resolved,Zanele Ndlovu,"Customer in Eastern Cape, low income band — hardship assessment required.",before_collection_start,
COLL-201904-00060,ACC0001626,IND1901004114,2482.79,91,legal,2019-04-23,phone_call,,,,open,Zanele Ndlovu,"Customer called, says employer missed payroll. Promised R1 500 by month-end. Escalating to legal.",before_collection_start,
COLL-201904-00061,ACC0001887,IND1902001120,1465.43,54,early_collections,2019-04-01,phone_call,221.59,2019-04-25,,resolved,Sipho Naidoo,Former churned customer returned; new arrears flagged after failed debit order.,before_collection_start,
COLL-201904-00062,ACC0001626,IND1901004114,997.51,1,pre_delinquent,2019-04-18,branch_visit,282.32,2019-04-21,,resolved,Lerato Khumalo,Arrangement agreed: R282/month for 6 months starting 18 May.,before_collection_start,
COLL-201904-00063,ACC0001296,IND1901006088,16410.04,32,early_collections,2019-04-23,branch_visit,8232.31,2019-04-30,settlement_offer,closed,Nomsa Dlamini,"Customer in Western Cape, low income band — hardship assessment required. Arrangement: settlement offer.",before_collection_start,
COLL-201904-00064,ACC0001641,COM1901000218,19725.68,50,early_collections,2019-04-05,branch_visit,,,,open,Ayanda Mthembu,"Customer called, says employer missed payroll. Promised R750 by month-end.",before_collection_start,
COLL-201904-00065,ACC0002941,IND1902004381,1267.61,77,late_collections,2019-04-07,branch_visit,445.2,2019-04-15,,open,Johan Botha,Legal letter sent via registered post. Awaiting response before summons.,before_collection_start,
COLL-201904-00066,ACC0002899,IND1902015417,3827.12,1,pre_delinquent,2019-04-06,phone_call,,,,open,Thabo Mokoena,"Customer visited branch, paid R2 500 cash. Account now current.",before_collection_start,
COLL-201904-00067,ACC0001494,IND1901015488,714.87,9,pre_delinquent,2019-04-14,phone_call,,,,resolved,Sipho Naidoo,Former churned customer returned; new arrears flagged after failed debit order.,before_collection_start,
COLL-201904-00068,ACC0000600,IND1901006065,1508.05,72,late_collections,2019-04-25,branch_visit,497.94,2019-04-17,,resolved,Fatima Patel,Promise to pay recorded after outbound call. Follow-up scheduled.,before_collection_start,
COLL-201904-00069,ACC0000708,IND1901015529,1033.68,37,early_collections,2019-04-11,letter,,,,closed,Thabo Mokoena,Legal letter sent via registered post. Awaiting response before summons.,before_collection_start,
COLL-201904-00070,ACC0000505,IND1901012808,448.99,56,early_collections,2019-04-08,letter,,,,open,Fatima Patel,"Customer in Eastern Cape, low income band — hardship assessment required.",before_collection_start,
COLL-201904-00071,ACC0004168,IND1903003614,991.69,42,early_collections,2019-04-01,phone_call,323.87,2019-05-06,,resolved,Nomsa Dlamini,Former churned customer returned; new arrears flagged after failed debit order.,before_collection_start,
COLL-201904-00072,ACC0000060,IND1901004334,2122.6,11,pre_delinquent,2019-04-17,phone_call,,,,closed,Lerato Khumalo,Settlement offer of R2 500 communicated; customer requested until month-end.,before_collection_start,
COLL-201904-00073,ACC0000708,IND1901015529,1187.73,86,late_collections,2019-04-23,letter,414.16,2019-05-05,extended_term,open,Ayanda Mthembu,Arrangement agreed: R414/month for 6 months starting 14 March. Arrangement: extended term.,before_collection_start,
COLL-201904-00074,ACC0001686,IND1902008913,727.43,46,early_collections,2019-04-07,letter,274.59,2019-05-06,settlement_offer,resolved,David Govender,Promise to pay recorded after outbound call. Follow-up scheduled. Arrangement: settlement offer.,before_collection_start,
COLL-201904-00075,ACC0000964,IND1901014388,2569.12,198,write_off,2019-04-20,phone_call,,,,resolved,Fatima Patel,Legal letter sent via registered post. Awaiting response before summons.,before_collection_start,
COLL-201904-00076,ACC0000500,IND1901005407,910.89,81,late_collections,2019-04-12,phone_call,344.13,2019-04-22,,resolved,Zanele Ndlovu,Arrangement agreed: R344/month for 6 months starting 19 June.,before_collection_start,
COLL-201904-00077,ACC0001221,IND1901011832,5222.87,27,pre_delinquent,2019-04-12,branch_visit,2683.73,2019-04-30,,resolved,Nomsa Dlamini,"Phone disconnected. Sent SMS, no response. Escalating to legal.",before_collection_start,
COLL-201904-00078,ACC0001949,IND1902008140,1978.74,40,early_collections,2019-04-08,letter,773.89,2019-04-11,payment_holiday,open,Fatima Patel,Debit order returned NSF for third time. Recommend restructuring. Arrangement: payment holiday.,before_collection_start,
COLL-201904-00079,ACC0002484,IND1902004147,1894.74,35,early_collections,2019-04-25,letter,365.99,2019-04-07,,open,David Govender,"Customer visited branch, paid R366 cash. Account now current.",before_collection_start,
COLL-201904-00080,ACC0002851,IND1902013194,1130.51,30,pre_delinquent,2019-04-11,letter,,,,closed,Lerato Khumalo,Legal letter sent via registered post. Awaiting response before summons.,before_collection_start,
COLL-201904-00081,ACC0002986,IND1902008991,1005.58,98,legal,2019-04-02,letter,367.2,2019-04-20,,resolved,Ayanda Mthembu,"Customer in Gauteng, low income band — hardship assessment required. Escalating to legal.",before_collection_start,
COLL-201904-00082,ACC0000060,IND1901004334,752.89,12,pre_delinquent,2019-04-07,branch_visit,358.99,2019-04-09,,open,Pieter van der Merwe,Legal letter sent via registered post. Awaiting response before summons.,before_collection_start,
COLL-201904-00083,ACC0001013,IND1901008033,2316.43,88,late_collections,2019-04-07,letter,580.58,2019-04-09,payment_holiday,resolved,Fatima Patel,Former churned customer returned; new arrears flagged after failed debit order. Arrangement: payment holiday.,before_collection_start,
COLL-201904-00084,ACC0004076,IND1903009083,1782.44,14,pre_delinquent,2019-04-13,branch_visit,,,,resolved,Pieter van der Merwe,Promise to pay recorded after outbound call. Follow-up scheduled.,before_collection_start,
COLL-201904-00085,ACC0002851,IND1902013194,1210.91,7,pre_delinquent,2019-04-28,branch_visit,504.17,2019-05-06,,open,Zanele Ndlovu,Debit order returned NSF for third time. Recommend restructuring.,before_collection_start,
COLL-201904-00086,ACC0001128,IND1901005846,880.68,79,late_collections,2019-04-08,letter,241.12,2019-04-30,,resolved,David Govender,Churned customer — no active transactional account; pursuing outstanding loan balance.,before_collection_start,
COLL-201904-00087,ACC0001221,IND1901011832,7760.27,29,pre_delinquent,2019-04-01,letter,,,,open,Ayanda Mthembu,"Customer called, says employer missed payroll. Promised R500 by month-end.",before_collection_start,
COLL-201904-00088,ACC0000600,IND1901006065,958.66,65,late_collections,2019-04-23,letter,,,,open,Thabo Mokoena,Debit order returned NSF for third time. Recommend restructuring.,before_collection_start,
COLL-201904-00089,ACC0000361,IND1901010400,1467.23,55,early_collections,2019-04-13,phone_call,442.54,2019-04-17,,resolved,Sipho Naidoo,"Customer in Gauteng, low income band — hardship assessment required.",before_collection_start,
COLL-201904-00090,ACC0004987,IND1903007860,502.43,70,late_collections,2019-04-18,phone_call,268.4,2019-04-22,,open,Thabo Mokoena,"Customer visited branch, paid R268 cash. Account now current.",before_collection_start,
COLL-201904-00091,ACC0004026,IND1903017212,2995.0,75,late_collections,2019-04-09,phone_call,,,,closed,Lerato Khumalo,Legal letter sent via registered post. Awaiting response before summons.,before_collection_start,
COLL-201904-00092,ACC0002851,IND1902013194,1448.55,89,late_collections,2019-04-29,letter,788.09,2019-04-19,,open,Fatima Patel,Legal letter sent via registered post. Awaiting response before summons.,before_collection_start,
COLL-201904-00093,ACC0004076,IND1903009083,1854.77,20,pre_delinquent,2019-04-03,letter,,,,open,Johan Botha,"Customer called, says employer missed payroll. Promised R1 500 by month-end.",before_collection_start,
COLL-201904-00094,ACC0000813,IND1901000596,2674.32,31,early_collections,2019-04-02,letter,,,,resolved,Ayanda Mthembu,"Phone disconnected. Sent SMS, no response. Escalating to legal.",before_collection_start,
COLL-201904-00095,ACC0001494,IND1901015488,932.72,12,pre_delinquent,2019-04-09,phone_call,,,,open,Lerato Khumalo,Promise to pay recorded after outbound call. Follow-up scheduled.,before_collection_start,
COLL-201904-00096,ACC0002476,IND1902015568,845.87,119,legal,2019-04-08,phone_call,,,,open,Pieter van der Merwe,Settlement offer of R2 500 communicated; customer requested until month-end. Escalating to legal.,before_collection_start,
COLL-201904-00097,ACC0003172,IND1902000281,299.15,22,pre_delinquent,2019-04-14,phone_call,,,,open,Sipho Naidoo,"Phone disconnected. Sent SMS, no response. Escalating to legal.",before_collection_start,
COLL-201904-00098,ACC0001626,IND1901004114,1571.07,5,pre_delinquent,2019-04-29,letter,,,,open,Sipho Naidoo,Churned customer — no active transactional account; pursuing outstanding loan balance.,before_collection_start,
COLL-201904-00099,ACC0002941,IND1902004381,2165.58,86,late_collections,2019-04-06,branch_visit,,,,open,Johan Botha,Debit order returned NSF for third time. Recommend restructuring.,before_collection_start,
COLL-201904-00100,ACC0000708,IND1901015529,944.7,76,late_collections,2019-04-23,branch_visit,,,,open,Sipho Naidoo,Settlement offer of R1 500 communicated; customer requested until month-end.,before_collection_start,
COLL-201904-00101,ACC0002986,IND1902008991,1702.77,49,early_collections,2019-04-02,phone_call,502.74,2019-04-24,,resolved,Fatima Patel,"Customer visited branch, paid R503 cash. Account now current.",before_collection_start,
COLL-201904-00102,ACC0000708,IND1901015529,1545.76,101,legal,2019-04-12,branch_visit,,,,resolved,Nomsa Dlamini,Legal letter sent via registered post. Awaiting response before summons.,before_collection_start,
COLL-201904-00103,ACC0000964,IND1901014388,1837.93,2,pre_delinquent,2019-04-20,phone_call,354.66,2019-04-23,,open,Ayanda Mthembu,"Phone disconnected. Sent SMS, no response. Escalating to legal.",before_collection_start,
COLL-201904-00104,ACC0001601,IND1901014936,805.33,84,late_collections,2019-04-11,branch_visit,,,,open,Nomsa Dlamini,Former churned customer returned; new arrears flagged after failed debit order.,before_collection_start,
COLL-201904-00105,ACC0005435,IND1903007350,4805.36,62,late_collections,2019-04-08,branch_visit,1356.3,2019-05-03,extended_term,resolved,Thabo Mokoena,Churned customer — no active transactional account; pursuing outstanding loan balance. Arrangement: extended term.,before_collection_start,
COLL-201904-00106,ACC0001641,COM1901000218,19803.14,24,pre_delinquent,2019-04-08,letter,6507.45,2019-05-03,,closed,Johan Botha,Arrangement agreed: R6 507/month for 6 months starting 9 December.,before_collection_start,
COLL-201904-00107,ACC0001601,IND1901014936,787.24,30,pre_delinquent,2019-04-27,phone_call,,,,open,Sipho Naidoo,"Customer visited branch, paid R1 500 cash. Account now current.",before_collection_start,
COLL-201904-00108,ACC0003026,IND1902011008,5972.55,35,early_collections,2019-04-03,letter,1523.05,2019-05-02,,open,Sipho Naidoo,Former churned customer returned; new arrears flagged after failed debit order.,before_collection_start,
COLL-201904-00109,ACC0001949,IND1902008140,887.41,16,pre_delinquent,2019-04-27,branch_visit,,,,open,Fatima Patel,Settlement offer of R350 communicated; customer requested until month-end.,before_collection_start,
COLL-201904-00110,ACC0003026,IND1902011008,6540.41,49,early_collections,2019-04-12,phone_call,,,,open,Johan Botha,Promise to pay recorded after outbound call. Follow-up scheduled.,before_collection_start,
COLL-201904-00111,ACC0001494,IND1901015488,1787.81,56,early_collections,2019-04-02,letter,781.45,2019-04-18,,resolved,Sipho Naidoo,Debit order returned NSF for third time. Recommend restructuring.,before_collection_start,
COLL-201904-00112,ACC0000361,IND1901010400,1015.66,34,early_collections,2019-04-12,phone_call,,,,open,Pieter van der Merwe,"Customer visited branch, paid R500 cash. Account now current.",before_collection_start,
COLL-201904-00113,ACC0000813,IND1901000596,2630.96,45,early_collections,2019-04-07,phone_call,521.41,2019-04-18,,open,Sipho Naidoo,"Customer visited branch, paid R521 cash. Account now current.",before_collection_start,
COLL-201904-00114,ACC0002899,IND1902015417,2426.66,54,early_collections,2019-04-06,letter,,,,resolved,Sipho Naidoo,Settlement offer of R1 200 communicated; customer requested until month-end.,before_collection_start,
COLL-201904-00115,ACC0002476,IND1902015568,1383.01,93,legal,2019-04-05,branch_visit,,,,open,Sipho Naidoo,Former churned customer returned; new arrears flagged after failed debit order. Escalating to legal.,before_collection_start,
COLL-201904-00116,ACC0001686,IND1902008913,596.66,13,pre_delinquent,2019-04-02,phone_call,292.81,2019-04-13,,closed,Sipho Naidoo,Churned customer — no active transactional account; pursuing outstanding loan balance.,before_collection_start,
COLL-201904-00117,ACC0001128,IND1901005846,380.9,14,pre_delinquent,2019-04-27,branch_visit,,,,open,Thabo Mokoena,Debit order returned NSF for third time. Recommend restructuring.,before_collection_start,
COLL-201904-00118,ACC0002851,IND1902013194,1607.38,24,pre_delinquent,2019-04-15,branch_visit,,,,open,David Govender,"Phone disconnected. Sent SMS, no response. Escalating to legal.",before_collection_start,
COLL-201904-00119,ACC0004987,IND1903007860,284.6,113,legal,2019-04-30,branch_visit,76.56,2019-05-03,,resolved,Thabo Mokoena,"Customer called, says employer missed payroll. Promised R77 by month-end. Escalating to legal.",before_collection_start,
COLL-201904-00120,ACC0001173,IND1901009154,1154.49,84,late_collections,2019-04-21,branch_visit,,,,open,Pieter van der Merwe,"Customer visited branch, paid R750 cash. Account now current.",before_collection_start,
COLL-201904-00121,ACC0001173,IND1901009154,1722.28,2,pre_delinquent,2019-04-23,phone_call,886.57,2019-04-28,,open,David Govender,Promise to pay recorded after outbound call. Follow-up scheduled.,before_collection_start,
COLL-201905-00001,ACC0006981,COM1904000093,8073.04,112,legal,2019-05-05,branch_visit,,,,resolved,Fatima Patel,New case opened from failed loan repayment and churned relationship status. Former churned customer returned; new arrears flagged after failed debit order. Escalating to legal.,before_collection_start,
COLL-201905-00002,ACC0002248,IND1902012631,686.79,68,late_collections,2019-05-17,phone_call,,,payment_holiday,open,Nomsa Dlamini,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled. Arrangement: payment holiday.,before_collection_start,
COLL-201905-00003,ACC0000361,IND1901010400,1190.85,50,early_collections,2019-05-09,phone_call,501.09,2019-05-15,,resolved,Zanele Ndlovu,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled.,before_collection_start,
COLL-201905-00004,ACC0001001,IND1901005012,1288.87,90,late_collections,2019-05-12,phone_call,,,,open,Nomsa Dlamini,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled.,before_collection_start,
COLL-201905-00005,ACC0002945,IND1902009436,1880.09,16,pre_delinquent,2019-05-08,phone_call,938.9,2019-05-15,,resolved,Fatima Patel,New case opened from failed loan repayment and churned relationship status. Legal letter sent via registered post. Awaiting response before summons.,before_collection_start,
COLL-201905-00006,ACC0004762,IND1903013396,398.6,38,early_collections,2019-05-23,branch_visit,200.04,2019-05-27,restructured,resolved,Johan Botha,New case opened from failed loan repayment and churned relationship status. Debit order returned NSF for third time. Recommend restructuring. Arrangement: restructured.,before_collection_start,
COLL-201905-00007,ACC0002285,IND1902014584,4418.15,81,late_collections,2019-05-10,branch_visit,,,restructured,open,Sipho Naidoo,New case opened from failed loan repayment and churned relationship status. Settlement offer of R1 500 communicated; customer requested until month-end. Arrangement: restructured.,before_collection_start,
COLL-201905-00008,ACC0001641,COM1901000218,25459.62,37,early_collections,2019-05-01,letter,8418.14,2019-06-07,,resolved,Sipho Naidoo,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance.,before_collection_start,
COLL-201905-00009,ACC0004254,IND1903015408,895.1,21,pre_delinquent,2019-05-25,letter,,,,open,Nomsa Dlamini,New case opened from failed loan repayment and churned relationship status. Settlement offer of R2 500 communicated; customer requested until month-end.,before_collection_start,
COLL-201905-00010,ACC0006209,IND1904009400,2424.34,200,write_off,2019-05-15,branch_visit,,,,closed,Ayanda Mthembu,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled.,before_collection_start,
COLL-201905-00011,ACC0002318,IND1902015821,2483.06,55,early_collections,2019-05-10,letter,,,settlement_offer,closed,Zanele Ndlovu,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled. Arrangement: settlement offer.,before_collection_start,
COLL-201905-00012,ACC0006088,IND1904000806,4060.61,98,legal,2019-05-12,letter,,,,open,Johan Botha,"New case opened from failed loan repayment and churned relationship status. Phone disconnected. Sent SMS, no response. Escalating to legal.",before_collection_start,
COLL-201905-00013,ACC0004254,IND1903015408,913.86,60,early_collections,2019-05-14,phone_call,,,extended_term,open,David Govender,"New case opened from failed loan repayment and churned relationship status. Customer visited branch, paid R1 200 cash. Account now current. Arrangement: extended term.",before_collection_start,
COLL-201905-00014,ACC0000392,IND1901006420,4281.56,336,write_off,2019-05-03,letter,,,,resolved,Ayanda Mthembu,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance.,before_collection_start,
COLL-201905-00015,ACC0000687,IND1901005091,278.48,300,write_off,2019-05-11,letter,,,,resolved,Pieter van der Merwe,"New case opened from failed loan repayment and churned relationship status. Customer in Eastern Cape, low income band — hardship assessment required.",before_collection_start,
COLL-201905-00016,ACC0006981,COM1904000093,7272.14,8,pre_delinquent,2019-05-13,phone_call,1862.45,2019-05-27,,resolved,Thabo Mokoena,"New case opened from failed loan repayment and churned relationship status. Phone disconnected. Sent SMS, no response. Escalating to legal.",before_collection_start,
COLL-201905-00017,ACC0000190,IND1901004840,4837.1,42,early_collections,2019-05-23,letter,,,,closed,Sipho Naidoo,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R1 500/month for 6 months starting 28 February.,before_collection_start,
COLL-201905-00018,ACC0000392,IND1901006420,4391.39,56,early_collections,2019-05-13,branch_visit,,,,closed,Zanele Ndlovu,New case opened from failed loan repayment and churned relationship status. Legal letter sent via registered post. Awaiting response before summons.,before_collection_start,
COLL-201905-00019,ACC0006683,IND1904001562,6210.5,83,late_collections,2019-05-11,letter,,,,open,Sipho Naidoo,"New case opened from failed loan repayment and churned relationship status. Customer visited branch, paid R1 200 cash. Account now current.",before_collection_start,
COLL-201905-00020,ACC0006069,IND1904000365,4232.38,294,write_off,2019-05-13,letter,,,,resolved,Pieter van der Merwe,New case opened from failed loan repayment and churned relationship status. Settlement offer of R350 communicated; customer requested until month-end.,before_collection_start,
COLL-201905-00021,ACC0000687,IND1901005091,244.23,109,legal,2019-05-30,branch_visit,,,,resolved,Fatima Patel,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R500/month for 6 months starting 6 March. Escalating to legal.,before_collection_start,
COLL-201905-00022,ACC0002460,IND1902001065,14215.64,64,late_collections,2019-05-12,branch_visit,,,,open,Johan Botha,"New case opened from failed loan repayment and churned relationship status. Customer in Gauteng, low income band — hardship assessment required.",before_collection_start,
